post_id,parent_id,comment_id,text,category,clean_tokens
4023,null,null,Chi-square test for equality of distributions: how many zeroes does it tolerate?,title,"[""chi-square"",""test"",""equality"",""distributions"","":"",""many"",""zeroes"",""tolerate"",""?""]"
4025,null,null,MLE for Naive Bayes in R,title,"[""mle"",""naive"",""bayes"",""r""]"
4030,null,null,Finding coefficients for VECM + exogenous variables,title,"[""finding"",""coefficients"",""vecm"",""+"",""exogenous"",""variables""]"
4044,null,null,"""Measuring the """"distance"""" between two multivariate distributions""",title,"[""``"",""measuring"",""``"",""''"",""distance"",""''"",""''"",""two"",""multivariate"",""distributions"",""''""]"
4053,null,null,How can the number of connections be Gaussian if it cannot be negative?,title,"[""number"",""connections"",""gaussian"",""negative"",""?""]"
4062,null,null,How to plot a fan (Polar) Dendrogram in R?,title,"[""plot"",""fan"",""("",""polar"","")"",""dendrogram"",""r"",""?""]"
4065,null,null,Random generation of scores similar to those of a classification model,title,"[""random"",""generation"",""scores"",""similar"",""classification"",""model""]"
4068,null,null,How should one define the sample variance for scalar input?,title,"[""one"",""define"",""sample"",""variance"",""scalar"",""input"",""?""]"
4072,null,null,How does one calculate confidence intervals on predictions generated by logit in Stata?,title,"[""one"",""calculate"",""confidence"",""intervals"",""predictions"",""generated"",""logit"",""stata"",""?""]"
4086,null,null,How to make forecasts for a time series?,title,"[""make"",""forecasts"",""time"",""series"",""?""]"
4093,null,null,Interpreting PCA scores,title,"[""interpreting"",""pca"",""scores""]"
4099,null,null,"VIF, condition Index and eigenvalues",title,"[""vif"","","",""condition"",""index"",""eigenvalues""]"
4104,null,null,Data mining algorithm suggestion,title,"[""data"",""mining"",""algorithm"",""suggestion""]"
4111,null,null,"How to estimate how many people attended an event (say, a political rally)?",title,"[""estimate"",""many"",""people"",""attended"",""event"",""("",""say"","","",""political"",""rally"","")"",""?""]"
4120,null,null,Using weighted regression to obtain fit lines for which I only have summary data,title,"[""using"",""weighted"",""regression"",""obtain"",""fit"",""lines"",""summary"",""data""]"
4125,null,null,"Regression Proof that the point of averages (x,y) lies on the estimated regression line",title,"[""regression"",""proof"",""point"",""averages"",""("",""x"","","","")"",""lies"",""estimated"",""regression"",""line""]"
4131,null,null,Comparing model fits across a set of nonlinear regression models,title,"[""comparing"",""model"",""fits"",""across"",""set"",""nonlinear"",""regression"",""models""]"
4138,null,null,What is the probability that random variable $x_1$ is maximum of random vector $X=(x_i)$ from a multivariate normal distribution?,title,"[""probability"",""random"",""variable"",""$"",""x_1"",""$"",""maximum"",""random"",""vector"",""$"",""x="",""("",""x_i"","")"",""$"",""multivariate"",""normal"",""distribution"",""?""]"
4140,null,null,How can I control the false positives rate?,title,"[""control"",""false"",""positives"",""rate"",""?""]"
4142,null,null,Using the distance of p-value from alpha,title,"[""using"",""distance"",""p-value"",""alpha""]"
4150,null,null,Optimization of MLE for mixture problems,title,"[""optimization"",""mle"",""mixture"",""problems""]"
4155,null,null,Saturation in ARIMA (et al) models?,title,"[""saturation"",""arima"",""("",""et"",""al"","")"",""models"",""?""]"
4157,null,null,Using the EM Algorithm for unimodal distributions?,title,"[""using"",""em"",""algorithm"",""unimodal"",""distributions"",""?""]"
4165,null,null,"""How will studying """"stochastic processes"""" help me as a statistician?""",title,"[""``"",""studying"",""``"",""''"",""stochastic"",""processes"",""''"",""''"",""help"",""statistician"",""?"",""''""]"
4172,null,null,"""How to """"prove"""" that new measurement tool & process gives same result as old?""",title,"[""``"",""``"",""''"",""prove"",""''"",""''"",""new"",""measurement"",""tool"",""&"",""process"",""gives"",""result"",""old"",""?"",""''""]"
4174,null,null,Estimating the probability that a software change fixed a problem,title,"[""estimating"",""probability"",""software"",""change"",""fixed"",""problem""]"
4175,null,null,"Resampling, binomial, z- and t-test: help with real data",title,"[""resampling"","","",""binomial"","","",""z-"",""t-test"","":"",""help"",""real"",""data""]"
4187,null,null,Using lmer for prediction,title,"[""using"",""lmer"",""prediction""]"
4191,null,null,Where do the full conditionals come from in Gibbs sampling?,title,"[""full"",""conditionals"",""come"",""gibbs"",""sampling"",""?""]"
4193,null,null,Do third order asymptotics exist?,title,"[""third"",""order"",""asymptotics"",""exist"",""?""]"
4196,null,null,Confidence interval for ratio in timeseries,title,"[""confidence"",""interval"",""ratio"",""timeseries""]"
4200,null,null,Using lead-lag relationships for time series prediction,title,"[""using"",""lead-lag"",""relationships"",""time"",""series"",""prediction""]"
4214,null,null,Choosing the scope when performing multiple comparisons?,title,"[""choosing"",""scope"",""performing"",""multiple"",""comparisons"",""?""]"
4219,null,null,Effect size of McNemar's Test,title,"[""effect"",""size"",""mcnemar"",""'s"",""test""]"
4220,null,null,Can a probability distribution value exceeding 1 be OK?,title,"[""probability"",""distribution"",""value"",""exceeding"",""1"",""ok"",""?""]"
4225,null,null,Subjective Bayesian's care for real world validation and classical statistician's worry about CI related paradoxes for a given data set?,title,"[""subjective"",""bayesian"",""'s"",""care"",""real"",""world"",""validation"",""classical"",""statistician"",""'s"",""worry"",""ci"",""related"",""paradoxes"",""given"",""data"",""set"",""?""]"
4226,null,null,Do negative probabilities/probability amplitudes have applications outside quantum mechanics?,title,"[""negative"",""probabilities/probability"",""amplitudes"",""applications"",""outside"",""quantum"",""mechanics"",""?""]"
4231,null,null,Training a model,title,"[""training"",""model""]"
4233,null,null,Significance of $r^2$ value,title,"[""significance"",""$"",""r^2"",""$"",""value""]"
4238,null,null,"""Sources of within-cluster correlation other than """"random shocks""""""",title,"[""``"",""sources"",""within-cluster"",""correlation"",""``"",""''"",""random"",""shocks"",""''"",""''"",""''""]"
4245,null,null,What is the meaning of 'Marginal mean'?,title,"[""meaning"",""'marginal"",""mean"",""'"",""?""]"
4252,null,null,How to calculate the truncated or trimmed mean?,title,"[""calculate"",""truncated"",""trimmed"",""mean"",""?""]"
4258,null,null,Can I semi-automate MCMC convergence diagnostics to set the burn-in length?,title,"[""semi-automate"",""mcmc"",""convergence"",""diagnostics"",""set"",""burn-in"",""length"",""?""]"
4259,null,null,Tips and tricks to get started with statistical modeling?,title,"[""tips"",""tricks"",""get"",""started"",""statistical"",""modeling"",""?""]"
4261,null,null,Should I use an average ECDF?,title,"[""use"",""average"",""ecdf"",""?""]"
4276,null,null,Using autocorrelation to find commonly occurring signal fragments,title,"[""using"",""autocorrelation"",""find"",""commonly"",""occurring"",""signal"",""fragments""]"
4279,null,null,How can I integrate R with PHP?,title,"[""integrate"",""r"",""php"",""?""]"
4284,null,null,Intuitive explanation of the bias-variance tradeoff?,title,"[""intuitive"",""explanation"",""bias-variance"",""tradeoff"",""?""]"
4288,null,null,Aggregation of propensity scores with varying reliability,title,"[""aggregation"",""propensity"",""scores"",""varying"",""reliability""]"
4292,null,null,How to test if change is significant across multiple categories?,title,"[""test"",""change"",""significant"",""across"",""multiple"",""categories"",""?""]"
4303,null,null,Binary or Multinomial Logistic Regression?,title,"[""binary"",""multinomial"",""logistic"",""regression"",""?""]"
4305,null,null,"At least, how many times an experiment should be replicated?",title,"[""least"","","",""many"",""times"",""experiment"",""replicated"",""?""]"
4312,null,null,Help with a one-sample permutation z-test,title,"[""help"",""one-sample"",""permutation"",""z-test""]"
4320,null,null,Compute the power of a matrix in R,title,"[""compute"",""power"",""matrix"",""r""]"
4328,null,null,Reversible jump MCMC code (Matlab or R),title,"[""reversible"",""jump"",""mcmc"",""code"",""("",""matlab"",""r"","")""]"
4331,null,null,Uniform Distribution Test,title,"[""uniform"",""distribution"",""test""]"
4335,null,null,What is a good use of the 'comment' function in R?,title,"[""good"",""use"",""'comment"",""'"",""function"",""r"",""?""]"
4337,null,null,What to do with confounding variables?,title,"[""confounding"",""variables"",""?""]"
4350,null,null,How to conduct community division of a social network with R?,title,"[""conduct"",""community"",""division"",""social"",""network"",""r"",""?""]"
4354,null,null,Distributions other than the normal where mean and variance are independent,title,"[""distributions"",""normal"",""mean"",""variance"",""independent""]"
4356,null,null,Does rpart use multivariate splits by default?,title,"[""rpart"",""use"",""multivariate"",""splits"",""default"",""?""]"
4367,null,null,Can a probability distribution have infinite standard deviation?,title,"[""probability"",""distribution"",""infinite"",""standard"",""deviation"",""?""]"
4371,null,null,Lagrangian relaxation in the context of ridge regression,title,"[""lagrangian"",""relaxation"",""context"",""ridge"",""regression""]"
4377,null,null,Logistic regression with non-negative parameter,title,"[""logistic"",""regression"",""non-negative"",""parameter""]"
4383,null,null,Can one validly reduce the numbers of items in a published Likert-scale?,title,"[""one"",""validly"",""reduce"",""numbers"",""items"",""published"",""likert-scale"",""?""]"
4392,null,null,What is the maximum likelihood estimator of the mean of two normally-distributed variables?,title,"[""maximum"",""likelihood"",""estimator"",""mean"",""two"",""normally-distributed"",""variables"",""?""]"
4394,null,null,What is the difference between statistics and biostatistics?,title,"[""difference"",""statistics"",""biostatistics"",""?""]"
4396,null,null,"In SPSS, is there any way to define a use groups of data based on combinations of variables?",title,"[""spss"","","",""way"",""define"",""use"",""groups"",""data"",""based"",""combinations"",""variables"",""?""]"
4399,null,null,How do I capture regularity of a time series in a normalized way?,title,"[""capture"",""regularity"",""time"",""series"",""normalized"",""way"",""?""]"
4403,null,null,Estimating the probability of a person getting a question right,title,"[""estimating"",""probability"",""person"",""getting"",""question"",""right""]"
4418,null,null,What is the minimum mean squared error estimator of the mean of two normally-distributed variables?,title,"[""minimum"",""mean"",""squared"",""error"",""estimator"",""mean"",""two"",""normally-distributed"",""variables"",""?""]"
4422,null,null,Small sample linear regression: Where to start,title,"[""small"",""sample"",""linear"",""regression"","":"",""start""]"
4431,null,null,Resources to learn about block bootstrap in time series analysis,title,"[""resources"",""learn"",""block"",""bootstrap"",""time"",""series"",""analysis""]"
4437,null,null,R and as.numeric(),title,"[""r"",""as.numeric"",""("","")""]"
4441,null,null,How many data points do we need for mixed effects longitudinal data?,title,"[""many"",""data"",""points"",""need"",""mixed"",""effects"",""longitudinal"",""data"",""?""]"
4445,null,null,Model for population density estimation,title,"[""model"",""population"",""density"",""estimation""]"
4454,null,null,What is a good tool and format for representing and communicating the design content of a survey?,title,"[""good"",""tool"",""format"",""representing"",""communicating"",""design"",""content"",""survey"",""?""]"
4462,null,null,Median of Medians calculation,title,"[""median"",""medians"",""calculation""]"
4465,null,null,Any ideas about how to analyze survival data with pseudo-replication (dependent data)?,title,"[""ideas"",""analyze"",""survival"",""data"",""pseudo-replication"",""("",""dependent"",""data"","")"",""?""]"
4466,null,null,How to increase longer term reproducibility of research (particularly using R and Sweave),title,"[""increase"",""longer"",""term"",""reproducibility"",""research"",""("",""particularly"",""using"",""r"",""sweave"","")""]"
4471,null,null,Calculating quantiles for chi squared distribution,title,"[""calculating"",""quantiles"",""chi"",""squared"",""distribution""]"
4473,null,null,"Validating a linear model with R, lm()",title,"[""validating"",""linear"",""model"",""r"","","",""lm"",""("","")""]"
4489,null,null,Removing borders in R plots for achieving Tufte's axis,title,"[""removing"",""borders"",""r"",""plots"",""achieving"",""tufte"",""'s"",""axis""]"
4496,null,null,Adjusting axis properties in a time series graph,title,"[""adjusting"",""axis"",""properties"",""time"",""series"",""graph""]"
4501,null,null,Typographic conventions for width of figures in LaTeX data analysis reports,title,"[""typographic"",""conventions"",""width"",""figures"",""latex"",""data"",""analysis"",""reports""]"
4513,null,null,Statistical query model algorithms?,title,"[""statistical"",""query"",""model"",""algorithms"",""?""]"
4515,null,null,How to measure/weight the importance of tags?,title,"[""measure/weight"",""importance"",""tags"",""?""]"
4517,null,null,Regression with multiple dependent variables?,title,"[""regression"",""multiple"",""dependent"",""variables"",""?""]"
4519,null,null,Regression on a triangular shaped region of points representing a symmetric relation,title,"[""regression"",""triangular"",""shaped"",""region"",""points"",""representing"",""symmetric"",""relation""]"
4527,null,null,"""What is the """"Value"""" output of Survreg in R?""",title,"[""``"",""``"",""''"",""value"",""''"",""''"",""output"",""survreg"",""r"",""?"",""''""]"
4544,null,null,How does one do a Type-III SS ANOVA in R with contrast codes?,title,"[""one"",""type-iii"",""ss"",""anova"",""r"",""contrast"",""codes"",""?""]"
4551,null,null,What are common statistical sins?,title,"[""common"",""statistical"",""sins"",""?""]"
4568,null,null,Calculation of incidence rate for epidemiological study -- prevalence rate this time,title,"[""calculation"",""incidence"",""rate"",""epidemiological"",""study"",""--"",""prevalence"",""rate"",""time""]"
4579,null,null,Is the Lagrange function objective plus lambda times constraints or objective minus lambda times constraints?,title,"[""lagrange"",""function"",""objective"",""plus"",""lambda"",""times"",""constraints"",""objective"",""minus"",""lambda"",""times"",""constraints"",""?""]"
4580,null,null,"Who uses R with multicore, SNOW or CUDA package for resource intense computing?",title,"[""uses"",""r"",""multicore"","","",""snow"",""cuda"",""package"",""resource"",""intense"",""computing"",""?""]"
4595,null,null,Nonlinear models which are hard to estimate,title,"[""nonlinear"",""models"",""hard"",""estimate""]"
4597,null,null,How to find text blocks in a scanned document?,title,"[""find"",""text"",""blocks"",""scanned"",""document"",""?""]"
4600,null,null,Explaining variation in a dependent variable based on a factorial experiment,title,"[""explaining"",""variation"",""dependent"",""variable"",""based"",""factorial"",""experiment""]"
4606,null,null,Averaged continuous Kernel Density Estimates in lieu of a discrete Kernel Density Estimate in Monte Carlo Proceedure,title,"[""averaged"",""continuous"",""kernel"",""density"",""estimates"",""lieu"",""discrete"",""kernel"",""density"",""estimate"",""monte"",""carlo"",""proceedure""]"
4608,null,null,Gradient of Hinge loss,title,"[""gradient"",""hinge"",""loss""]"
4610,null,null,Log normal distributions - particle sizes in an aerosol,title,"[""log"",""normal"",""distributions"",""-"",""particle"",""sizes"",""aerosol""]"
4612,null,null,Econometrics textbooks?,title,"[""econometrics"",""textbooks"",""?""]"
4639,null,null,Interpreting the drop1 output in R,title,"[""interpreting"",""drop1"",""output"",""r""]"
4642,null,null,Meta analysis on studies with 0-frequency cells,title,"[""meta"",""analysis"",""studies"",""0-frequency"",""cells""]"
4649,null,null,How to combine probabilities?,title,"[""combine"",""probabilities"",""?""]"
4652,null,null,Gradient descent oscillating a lot. Have I chosen my step direction incorrectly?,title,"[""gradient"",""descent"",""oscillating"",""lot"",""."",""chosen"",""step"",""direction"",""incorrectly"",""?""]"
4655,null,null,Is there a relationship between the median of a function of random variables and the function of the median of random variables?,title,"[""relationship"",""median"",""function"",""random"",""variables"",""function"",""median"",""random"",""variables"",""?""]"
4658,null,null,Comparison of the tails of two sample distributions,title,"[""comparison"",""tails"",""two"",""sample"",""distributions""]"
4659,null,null,Relationship between Binomial and Beta distributions,title,"[""relationship"",""binomial"",""beta"",""distributions""]"
4663,null,null,Least-angle regression vs. lasso,title,"[""least-angle"",""regression"",""vs."",""lasso""]"
4667,null,null,R resources in non-English languages,title,"[""r"",""resources"",""non-english"",""languages""]"
4685,null,null,Soft and Hard EM (Expectation Maximization),title,"[""soft"",""hard"",""em"",""("",""expectation"",""maximization"","")""]"
4686,null,null,Sampling with non-uniform costs,title,"[""sampling"",""non-uniform"",""costs""]"
4687,null,null,Specifying conditional probabilities in hybrid Bayesian networks,title,"[""specifying"",""conditional"",""probabilities"",""hybrid"",""bayesian"",""networks""]"
4689,null,null,Generative vs discriminative models (in Bayesian context),title,"[""generative"",""vs"",""discriminative"",""models"",""("",""bayesian"",""context"","")""]"
4691,null,null,Internal reliability for an ordinal scale,title,"[""internal"",""reliability"",""ordinal"",""scale""]"
4700,null,null,"What is the difference between fixed effect, random effect and mixed effect models?",title,"[""difference"",""fixed"",""effect"","","",""random"",""effect"",""mixed"",""effect"",""models"",""?""]"
4717,null,null,"""What is the difference between a """"nested"""" and a """"non-nested"""" model?""",title,"[""``"",""difference"",""``"",""''"",""nested"",""''"",""''"",""``"",""''"",""non-nested"",""''"",""''"",""model"",""?"",""''""]"
4727,null,null,Non-linear model fitting in many dimensions,title,"[""non-linear"",""model"",""fitting"",""many"",""dimensions""]"
4729,null,null,How to setup a laboratory experiment in Ecological Research under high natural variability,title,"[""setup"",""laboratory"",""experiment"",""ecological"",""research"",""high"",""natural"",""variability""]"
4733,null,null,Basics of data analysis with exponential data/noise?,title,"[""basics"",""data"",""analysis"",""exponential"",""data/noise"",""?""]"
4734,null,null,What is the difference between Exploratory Factor Analysis and Principal Components Analysis (PCA)?,title,"[""difference"",""exploratory"",""factor"",""analysis"",""principal"",""components"",""analysis"",""("",""pca"","")"",""?""]"
4741,null,null,Uncertainty on zero counts for binned result,title,"[""uncertainty"",""zero"",""counts"",""binned"",""result""]"
4756,null,null,Confidence interval for Bernoulli sampling,title,"[""confidence"",""interval"",""bernoulli"",""sampling""]"
4759,null,null,What programming language for statistical inference?,title,"[""programming"",""language"",""statistical"",""inference"",""?""]"
4762,null,null,F-test for Lack-of-Fit in SPSS,title,"[""f-test"",""lack-of-fit"",""spss""]"
4766,null,null,Randomized SVD and singular values,title,"[""randomized"",""svd"",""singular"",""values""]"
4768,null,null,Amoeba Interview Question,title,"[""amoeba"",""interview"",""question""]"
4796,null,null,Comparison of Slice sampling and Gibbs sampling,title,"[""comparison"",""slice"",""sampling"",""gibbs"",""sampling""]"
4803,null,null,Modeling a gamma-mixture waiting model in BUGS,title,"[""modeling"",""gamma-mixture"",""waiting"",""model"",""bugs""]"
4805,null,null,Methodology for data transform that best fits normal,title,"[""methodology"",""data"",""transform"",""best"",""fits"",""normal""]"
4807,null,null,Informative censoring caused by cesarean section,title,"[""informative"",""censoring"",""caused"",""cesarean"",""section""]"
4809,null,null,Determining variance of meta-analysis log-response ratio generated from fitted curve,title,"[""determining"",""variance"",""meta-analysis"",""log-response"",""ratio"",""generated"",""fitted"",""curve""]"
4816,null,null,What are the sharpest known tail bounds for $\chi_k^2$ distributed variables?,title,"[""sharpest"",""known"",""tail"",""bounds"",""$"",""\\chi_k^2"",""$"",""distributed"",""variables"",""?""]"
4830,null,null,Better Classification of default in logistic regression,title,"[""better"",""classification"",""default"",""logistic"",""regression""]"
4832,null,null,Logistic Regression: Classification Tables a la SPSS in R,title,"[""logistic"",""regression"","":"",""classification"",""tables"",""la"",""spss"",""r""]"
4834,null,null,Alternative to the Wilcoxon test when the distribution isn't continuous?,title,"[""alternative"",""wilcoxon"",""test"",""distribution"",""n't"",""continuous"",""?""]"
4839,null,null,Whether to use factor analysis based on binary multiple response data?,title,"[""whether"",""use"",""factor"",""analysis"",""based"",""binary"",""multiple"",""response"",""data"",""?""]"
4840,null,null,How to predict Ozone concentration in few years time?,title,"[""predict"",""ozone"",""concentration"",""years"",""time"",""?""]"
4844,null,null,Confidence interval based on time series,title,"[""confidence"",""interval"",""based"",""time"",""series""]"
4851,null,null,Efficient Empirical CDF Computation / Storage,title,"[""efficient"",""empirical"",""cdf"",""computation"",""/"",""storage""]"
4856,null,null,Rewriting AR model in State-Space form,title,"[""rewriting"",""ar"",""model"",""state-space"",""form""]"
4872,null,null,degree to become a statistician,title,"[""degree"",""become"",""statistician""]"
4876,null,null,Comparing and visualizing rates of subsystems,title,"[""comparing"",""visualizing"",""rates"",""subsystems""]"
4877,null,null,Creating plots for String type columns in R,title,"[""creating"",""plots"",""string"",""type"",""columns"",""r""]"
4884,null,null,Aggregation-Level in AB-Tests,title,"[""aggregation-level"",""ab-tests""]"
4901,null,null,What are best practices in identifying interaction effects?,title,"[""best"",""practices"",""identifying"",""interaction"",""effects"",""?""]"
4904,null,null,Method to reliably determine abnormal statistical values,title,"[""method"",""reliably"",""determine"",""abnormal"",""statistical"",""values""]"
4908,null,null,Chi-square analog for context-dependent distributions,title,"[""chi-square"",""analog"",""context-dependent"",""distributions""]"
4912,null,null,Calculating significance of difference between two binary values on one dataset,title,"[""calculating"",""significance"",""difference"",""two"",""binary"",""values"",""one"",""dataset""]"
4914,null,null,"""Developing a statistical test to ascertain better """"fit""""""",title,"[""``"",""developing"",""statistical"",""test"",""ascertain"",""better"",""``"",""''"",""fit"",""''"",""''"",""''""]"
4918,null,null,How to get the required data?,title,"[""get"",""required"",""data"",""?""]"
4932,null,null,R getting share of users with multiple of an element,title,"[""r"",""getting"",""share"",""users"",""multiple"",""element""]"
4939,null,null,"Given a control chart that shows the mean and upper/lower control limits, how do I tell if the cause of out of control points is assignable or not?",title,"[""given"",""control"",""chart"",""shows"",""mean"",""upper/lower"",""control"",""limits"","","",""tell"",""cause"",""control"",""points"",""assignable"",""?""]"
4942,null,null,Threshold for Fisher linear classifier,title,"[""threshold"",""fisher"",""linear"",""classifier""]"
4945,null,null,"""""""Normalized"""" standard deviation""",title,"[""``"",""``"",""''"",""normalized"",""''"",""''"",""standard"",""deviation"",""''""]"
4949,null,null,Calculating the error of Bayes classifier analytically,title,"[""calculating"",""error"",""bayes"",""classifier"",""analytically""]"
4959,null,null,How do you calculate the expectation of $\left(\sum_{i=1}^n {X_i} \right)^2$?,title,"[""calculate"",""expectation"",""$"",""\\left"",""("",""\\sum_"",""{"",""i=1"",""}"",""^n"",""{"",""x_i"",""}"",""\\right"","")"",""^2"",""$"",""?""]"
4961,null,null,What is regularization in plain english?,title,"[""regularization"",""plain"",""english"",""?""]"
4972,null,null,How to fit a model to self-reported number of friend interactions over a 20 day period?,title,"[""fit"",""model"",""self-reported"",""number"",""friend"",""interactions"",""20"",""day"",""period"",""?""]"
4987,null,null,Understanding a Quantile-Quantile Plot,title,"[""understanding"",""quantile-quantile"",""plot""]"
4988,null,null,Asymmetry between high order and low order interaction terms,title,"[""asymmetry"",""high"",""order"",""low"",""order"",""interaction"",""terms""]"
4991,null,null,Estimating parameters of a dynamic linear model,title,"[""estimating"",""parameters"",""dynamic"",""linear"",""model""]"
4999,null,null,Stochastic coordinate descent for $\ell_1$ regularization,title,"[""stochastic"",""coordinate"",""descent"",""$"",""\\ell_1"",""$"",""regularization""]"
5004,null,null,What is the Unscented Kalman Filter?,title,"[""unscented"",""kalman"",""filter"",""?""]"
5005,null,null,Unexpected under-dispersion in Perl simulations of Poisson RV,title,"[""unexpected"",""under-dispersion"",""perl"",""simulations"",""poisson"",""rv""]"
5007,null,null,How can I change the title of a legend in ggplot2?,title,"[""change"",""title"",""legend"",""ggplot2"",""?""]"
5013,null,null,Quantile-Quantile Plot with Unknown Distribution?,title,"[""quantile-quantile"",""plot"",""unknown"",""distribution"",""?""]"
5015,null,null,"What are the advantages / disadvantages of using splines, smoothed splines, and gaussian process emulators?",title,"[""advantages"",""/"",""disadvantages"",""using"",""splines"","","",""smoothed"",""splines"","","",""gaussian"",""process"",""emulators"",""?""]"
5016,null,null,Central Limit Theorem Tails,title,"[""central"",""limit"",""theorem"",""tails""]"
5023,null,null,Modelling dependence between random variables,title,"[""modelling"",""dependence"",""random"",""variables""]"
5038,null,null,What are the ANOVA's benefits over a normal linear model?,title,"[""anova"",""'s"",""benefits"",""normal"",""linear"",""model"",""?""]"
5042,null,null,Calculate ROC curve for data,title,"[""calculate"",""roc"",""curve"",""data""]"
5049,null,null,"Can we estimate the size of a subset X of a set A, by randomly sampling subsets of A?",title,"[""estimate"",""size"",""subset"",""x"",""set"","","",""randomly"",""sampling"",""subsets"",""?""]"
5054,null,null,Is there a mathematical model that distinguishes between volatility and trend?,title,"[""mathematical"",""model"",""distinguishes"",""volatility"",""trend"",""?""]"
5056,null,null,Computing the decision boundary of a linear SVM model,title,"[""computing"",""decision"",""boundary"",""linear"",""svm"",""model""]"
5058,null,null,Is there any relation between Power Law and Negative Binomial distribution?,title,"[""relation"",""power"",""law"",""negative"",""binomial"",""distribution"",""?""]"
5073,null,null,Stacked bar plot,title,"[""stacked"",""bar"",""plot""]"
5077,null,null,Hit and run MCMC,title,"[""hit"",""run"",""mcmc""]"
5078,null,null,Confidence-intervals for conditions tested with a mixed-effects model,title,"[""confidence-intervals"",""conditions"",""tested"",""mixed-effects"",""model""]"
5081,null,null,Java library for Bayesian Networks,title,"[""java"",""library"",""bayesian"",""networks""]"
5100,null,null,Random walk data post processing,title,"[""random"",""walk"",""data"",""post"",""processing""]"
5114,null,null,"Seeking a distribution, perhaps uncommon, consistent with two data points and expert constraints?",title,"[""seeking"",""distribution"","","",""perhaps"",""uncommon"","","",""consistent"",""two"",""data"",""points"",""expert"",""constraints"",""?""]"
5115,null,null,Most famous statisticians,title,"[""famous"",""statisticians""]"
5119,null,null,Square root of inverse gamma distribution?,title,"[""square"",""root"",""inverse"",""gamma"",""distribution"",""?""]"
5135,null,null,Interpretation of R's lm() output,title,"[""interpretation"",""r"",""'s"",""lm"",""("","")"",""output""]"
5136,null,null,When do you consider a variable is a latent variable?,title,"[""consider"",""variable"",""latent"",""variable"",""?""]"
5144,null,null,Appropriate test for multivariate experiment result with unknown distributions,title,"[""appropriate"",""test"",""multivariate"",""experiment"",""result"",""unknown"",""distributions""]"
5150,null,null,Choosing the right threshold for a biometric trait authentication system,title,"[""choosing"",""right"",""threshold"",""biometric"",""trait"",""authentication"",""system""]"
5152,null,null,Missing values in survival analysis,title,"[""missing"",""values"",""survival"",""analysis""]"
5158,null,null,Explanation of finite correction factor,title,"[""explanation"",""finite"",""correction"",""factor""]"
5167,null,null,Sampling covariance matrix using Gibbs sampling,title,"[""sampling"",""covariance"",""matrix"",""using"",""gibbs"",""sampling""]"
5171,null,null,Testing paired frequencies for independence,title,"[""testing"",""paired"",""frequencies"",""independence""]"
5172,null,null,Is taking the median of a set of percentages statistically sound?,title,"[""taking"",""median"",""set"",""percentages"",""statistically"",""sound"",""?""]"
5181,null,null,Estimating distribution parameters from few data points,title,"[""estimating"",""distribution"",""parameters"",""data"",""points""]"
5184,null,null,Removing factors from a 3-way ANOVA table,title,"[""removing"",""factors"",""3-way"",""anova"",""table""]"
5187,null,null,"Using R2WinBUGS, how to extract information from each chain?",title,"[""using"",""r2winbugs"","","",""extract"",""information"",""chain"",""?""]"
5189,null,null,Getting started with time series in R,title,"[""getting"",""started"",""time"",""series"",""r""]"
5191,null,null,Order of the kernel for periodic case,title,"[""order"",""kernel"",""periodic"",""case""]"
5195,null,null,How to draw funnel plot using ggplot2 in R?,title,"[""draw"",""funnel"",""plot"",""using"",""ggplot2"",""r"",""?""]"
5197,null,null,What type of statistical analysis solves this problem?,title,"[""type"",""statistical"",""analysis"",""solves"",""problem"",""?""]"
5207,null,null,Sampling from bivariate distribution with known density using MCMC,title,"[""sampling"",""bivariate"",""distribution"",""known"",""density"",""using"",""mcmc""]"
5220,null,null,How to do meta-regression analysis with SPSS?,title,"[""meta-regression"",""analysis"",""spss"",""?""]"
5226,null,null,Expectation of $\left(X-M\right)^T\left(X-M\right)\left(X-M\right)^T\left(X-M\right)$,title,"[""expectation"",""$"",""\\left"",""("",""x-m\\right"","")"",""^t\\left"",""("",""x-m\\right"","")"",""\\left"",""("",""x-m\\right"","")"",""^t\\left"",""("",""x-m\\right"","")"",""$""]"
5228,null,null,Is sample kurtosis hopelessly biased?,title,"[""sample"",""kurtosis"",""hopelessly"",""biased"",""?""]"
5233,null,null,Visualizing the distribution of something within a very large body of data,title,"[""visualizing"",""distribution"",""something"",""within"",""large"",""body"",""data""]"
5235,null,null,What is the expected correlation between residual and the dependent variable?,title,"[""expected"",""correlation"",""residual"",""dependent"",""variable"",""?""]"
5238,null,null,Strategy for editing comma separated value (CSV) files,title,"[""strategy"",""editing"",""comma"",""separated"",""value"",""("",""csv"","")"",""files""]"
5249,null,null,"Simple, reliable, open, and interoperable plain text format for storing data",title,"[""simple"","","",""reliable"","","",""open"","","",""interoperable"",""plain"",""text"",""format"",""storing"",""data""]"
5250,null,null,Multiple comparisons on a mixed effects model,title,"[""multiple"",""comparisons"",""mixed"",""effects"",""model""]"
5253,null,null,How do I get the number of rows of a data.frame in R?,title,"[""get"",""number"",""rows"",""data.frame"",""r"",""?""]"
